PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Boarding,Fare,Cabin,Embarked,Deck,Embarked-C,Embarked-Q,Embarked-S,Deck-A,Deck-B,Deck-C,Deck-D,Deck-E,Deck-F,Deck-G,Deck-T,FamilySize,AgeGroup
213,0,3,1,22.0,0,0,A/5,21174,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
214,0,2,1,30.0,0,0,,250646,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
215,0,3,1,35.17176260049144,1,0,,367229,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
216,1,1,0,31.0,1,0,,35273,113.275,D36,C,D,1,0,0,0,0,0,1,0,0,0,0,2,Adult (19-59)
217,1,3,0,27.0,0,0,STON/O2.,31,7.925,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
218,0,2,1,42.0,1,0,,243847,27.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
219,1,1,0,32.0,0,0,,11813,76.2917,D15,C,D,1,0,0,0,0,0,1,0,0,0,0,1,Adult (19-59)
220,0,2,1,30.0,0,0,W/C,14208,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
221,1,3,1,16.0,0,0,SOTON/OQ,3,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
222,0,2,1,27.0,0,0,,220367,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
223,0,3,1,51.0,0,0,,21440,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
224,0,3,1,33.93012099383389,0,0,,349234,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
225,1,1,1,38.0,1,0,,19943,90.0,C93,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
226,0,3,1,22.0,0,0,PP,4348,9.35,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
227,1,2,1,19.0,0,0,SW/PP,751,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
228,0,3,1,20.5,0,0,A/5,21173,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
229,0,2,1,18.0,0,0,,236171,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
230,0,3,0,21.83883946929146,3,1,,4133,25.4667,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Adult (19-59)
231,1,1,0,35.0,1,0,,36973,83.475,C83,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
232,0,3,1,29.0,0,0,,347067,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
233,0,2,1,59.0,0,0,,237442,13.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
234,1,3,0,5.0,4,2,,347077,31.3875,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
235,0,2,1,24.0,0,0,C.A.,29566,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
236,0,3,0,29.97847431968253,0,0,W./C.,6609,7.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
237,0,2,1,44.0,1,0,,26707,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
238,1,2,0,8.0,0,2,C.A.,31921,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
239,0,2,1,19.0,0,0,,28665,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
240,0,2,1,33.0,0,0,SCO/W,1585,12.275,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
241,0,3,0,11.732630139413596,1,0,,2665,14.4542,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Child (0-12)
242,1,3,0,10.14254516527417,1,0,,367230,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Child (0-12)
243,0,2,1,29.0,0,0,W./C.,14263,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
244,0,3,1,22.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
245,0,3,1,30.0,0,0,,2694,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
246,0,1,1,44.0,2,0,,19928,90.0,C78,Q,C,0,1,0,0,0,1,0,0,0,0,0,3,Adult (19-59)
247,0,3,0,25.0,0,0,,347071,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
248,1,2,0,24.0,0,2,,250649,14.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
249,1,1,1,37.0,1,1,,11751,52.5542,D35,S,D,0,0,1,0,0,0,1,0,0,0,0,3,Adult (19-59)
250,0,2,1,54.0,1,0,,244252,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
251,0,3,1,40.7107539441981,0,0,,362316,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
252,0,3,0,29.0,1,1,,347054,10.4625,G6,S,G,0,0,1,0,0,0,0,0,0,1,0,3,Adult (19-59)
253,0,1,1,62.0,0,0,,113514,26.55,C87,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Senior (60+)
254,0,3,1,30.0,1,0,A/5.,3336,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
255,0,3,0,41.0,0,2,,370129,20.2125,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
256,1,3,0,29.0,0,2,,2650,15.2458,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Adult (19-59)
257,1,1,0,32.062133806142086,0,0,PC,17585,79.2,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
258,1,1,0,30.0,0,0,,110152,86.5,B77,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
259,1,1,0,35.0,0,0,PC,17755,512.3292,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
260,1,2,0,50.0,0,1,,230433,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
261,0,3,1,17.624193518737783,0,0,,384461,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
262,1,3,1,3.0,4,2,,347077,31.3875,,S,F,0,0,1,0,0,0,0,0,1,0,0,7,Child (0-12)
263,0,1,1,52.0,1,1,,110413,79.65,E67,S,E,0,0,1,0,0,0,0,1,0,0,0,3,Adult (19-59)
264,0,1,1,40.0,0,0,,112059,0.0,B94,S,B,0,0,1,0,1,0,0,0,0,0,0,1,Adult (19-59)
265,0,3,0,20.56665282836858,0,0,,382649,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
266,0,2,1,36.0,0,0,C.A.,17248,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
267,0,3,1,16.0,4,1,,3101295,39.6875,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Teen (13-18)
268,1,3,1,25.0,1,0,,347083,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
269,1,1,0,58.0,0,1,PC,17582,153.4625,C125,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
270,1,1,0,35.0,0,0,PC,17760,135.6333,C99,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
271,0,1,1,40.74181155834285,0,0,,113798,31.0,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
272,1,3,1,25.0,0,0,LINE,0,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
273,1,2,0,41.0,0,1,,250644,19.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
274,0,1,1,37.0,0,1,PC,17596,29.7,C118,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
275,1,3,0,37.21165162937934,0,0,,370375,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
276,1,1,0,63.0,1,0,,13502,77.9583,D7,S,D,0,0,1,0,0,0,1,0,0,0,0,2,Senior (60+)
277,0,3,0,45.0,0,0,,347073,7.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
278,0,2,1,24.074701288614747,0,0,,239853,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
279,0,3,1,7.0,4,1,,382652,29.125,,Q,F,0,1,0,0,0,0,0,0,1,0,0,6,Child (0-12)
280,1,3,0,35.0,1,1,C.A.,2673,20.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
281,0,3,1,65.0,0,0,,336439,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Senior (60+)
282,0,3,1,28.0,0,0,,347464,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
283,0,3,1,16.0,0,0,,345778,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
284,1,3,1,19.0,0,0,A/5.,10482,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
285,0,1,1,52.96317796390332,0,0,,113056,26.0,A19,S,A,0,0,1,1,0,0,0,0,0,0,0,1,Adult (19-59)
286,0,3,1,33.0,0,0,,349239,8.6625,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
287,1,3,1,30.0,0,0,,345774,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
288,0,3,1,22.0,0,0,,349206,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
289,1,2,1,42.0,0,0,,237798,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
290,1,3,0,22.0,0,0,,370373,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
291,1,1,0,26.0,0,0,,19877,78.85,,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
292,1,1,0,19.0,1,0,,11967,91.0792,B49,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Adult (19-59)
293,0,2,1,36.0,0,0,SC/Paris,2163,12.875,D,C,D,1,0,0,0,0,0,1,0,0,0,0,1,Adult (19-59)
294,0,3,0,24.0,0,0,,349236,8.85,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
295,0,3,1,24.0,0,0,,349233,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
296,0,1,1,18.782391236056796,0,0,PC,17612,27.7208,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
297,0,3,1,23.5,0,0,,2693,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
298,0,1,0,2.0,1,2,,113781,151.55,C22 C26,S,C,0,0,1,0,0,1,0,0,0,0,0,4,Child (0-12)
299,1,1,1,33.25214026282878,0,0,,19988,30.5,C106,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
300,1,1,0,50.0,0,1,PC,17558,247.5208,B58 B60,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Adult (19-59)
301,1,3,0,39.10864024006937,0,0,,9234,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
302,1,3,1,-9.550786078020256,2,0,,367226,23.25,,Q,F,0,1,0,0,0,0,0,0,1,0,0,3,
303,0,3,1,19.0,0,0,LINE,0,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
304,1,2,0,30.042583620502622,0,0,,226593,12.35,E101,Q,E,0,1,0,0,0,0,0,1,0,0,0,1,Adult (19-59)
305,0,3,1,40.12134322786277,0,0,A/5,2466,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
306,1,1,1,0.92,1,2,,113781,151.55,C22 C26,S,C,0,0,1,0,0,1,0,0,0,0,0,4,Child (0-12)
307,1,1,0,32.140163395819044,0,0,,17421,110.8833,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
308,1,1,0,17.0,1,0,PC,17758,108.9,C65,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Teen (13-18)
309,0,2,1,30.0,1,0,P/PP,3381,24.0,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
310,1,1,0,30.0,0,0,PC,17485,56.9292,E36,C,E,1,0,0,0,0,0,0,1,0,0,0,1,Adult (19-59)
311,1,1,0,24.0,0,0,,11767,83.1583,C54,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
312,1,1,0,18.0,2,2,PC,17608,262.375,B57 B59 B63 B66,C,B,1,0,0,0,1,0,0,0,0,0,0,5,Teen (13-18)
313,0,2,0,26.0,1,1,,250651,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
314,0,3,1,28.0,0,0,,349243,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
315,0,2,1,43.0,1,1,F.C.C.,13529,26.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
316,1,3,0,26.0,0,0,,347470,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
317,1,2,0,24.0,1,0,,244367,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
318,0,2,1,54.0,0,0,,29011,14.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
319,1,1,0,31.0,0,2,,36928,164.8667,C7,S,C,0,0,1,0,0,1,0,0,0,0,0,3,Adult (19-59)
320,1,1,0,40.0,1,1,,16966,134.5,E34,C,E,1,0,0,0,0,0,0,1,0,0,0,3,Adult (19-59)
321,0,3,1,22.0,0,0,A/5,21172,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
322,0,3,1,27.0,0,0,,349219,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
323,1,2,0,30.0,0,0,,234818,12.35,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
324,1,2,0,22.0,1,1,,248738,29.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
325,0,3,1,1.794486664837307,8,2,CA.,2343,69.55,,S,F,0,0,1,0,0,0,0,0,1,0,0,11,Child (0-12)
326,1,1,0,36.0,0,0,PC,17760,135.6333,C32,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
327,0,3,1,61.0,0,0,,345364,6.2375,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Senior (60+)
328,1,2,0,36.0,0,0,,28551,13.0,D,S,D,0,0,1,0,0,0,1,0,0,0,0,1,Adult (19-59)
329,1,3,0,31.0,1,1,,363291,20.525,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
330,1,1,0,16.0,0,1,,111361,57.9792,B18,C,B,1,0,0,0,1,0,0,0,0,0,0,2,Teen (13-18)
331,1,3,0,14.713324247762124,2,0,,367226,23.25,,Q,F,0,1,0,0,0,0,0,0,1,0,0,3,Teen (13-18)
332,0,1,1,45.5,0,0,,113043,28.5,C124,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
333,0,1,1,38.0,0,1,PC,17582,153.4625,C91,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
334,0,3,1,16.0,2,0,,345764,18.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Teen (13-18)
335,1,1,0,51.0235513118017,1,0,PC,17611,133.65,,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
336,0,3,1,19.569289527649335,0,0,,349225,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
337,0,1,1,29.0,1,0,,113776,66.6,C2,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
338,1,1,0,41.0,0,0,,16966,134.5,E40,C,E,1,0,0,0,0,0,0,1,0,0,0,1,Adult (19-59)
339,1,3,1,45.0,0,0,,7598,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
340,0,1,1,45.0,0,0,,113784,35.5,T,S,T,0,0,1,0,0,0,0,0,0,0,1,1,Adult (19-59)
341,1,2,1,2.0,1,1,,230080,26.0,F2,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
342,1,1,0,24.0,3,2,,19950,263.0,C23 C25 C27,S,C,0,0,1,0,0,1,0,0,0,0,0,6,Adult (19-59)
343,0,2,1,28.0,0,0,,248740,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
344,0,2,1,25.0,0,0,,244361,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
345,0,2,1,36.0,0,0,,229236,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
346,1,2,0,24.0,0,0,,248733,13.0,F33,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
347,1,2,0,40.0,0,0,,31418,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
348,1,3,0,12.858411064171971,1,0,,386525,16.1,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Teen (13-18)
349,1,3,1,3.0,1,1,C.A.,37671,15.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
350,0,3,1,42.0,0,0,,315088,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
351,0,3,1,23.0,0,0,,7267,9.225,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
352,0,1,1,32.35326784278884,0,0,,113510,35.0,C128,S,C,0,0,1,0,0,1,0,0,0,0,0,1,Adult (19-59)
353,0,3,1,15.0,1,1,,2695,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Teen (13-18)
354,0,3,1,25.0,1,0,,349237,17.8,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
355,0,3,1,35.49535674490797,0,0,,2647,7.225,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
356,0,3,1,28.0,0,0,,345783,9.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
357,1,1,0,22.0,0,1,,113505,55.0,E33,S,E,0,0,1,0,0,0,0,1,0,0,0,2,Adult (19-59)
358,0,2,0,38.0,0,0,,237671,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
359,1,3,0,16.23915782579399,0,0,,330931,7.8792,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
360,1,3,0,51.3204871563734,0,0,,330980,7.8792,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
361,0,3,1,40.0,1,4,,347088,27.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,6,Adult (19-59)
362,0,2,1,29.0,1,0,SC/PARIS,2167,27.7208,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
363,0,3,0,45.0,0,1,,2691,14.4542,,C,F,1,0,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
364,0,3,1,35.0,0,0,SOTON/O.Q.,31,7.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
365,0,3,1,42.20867397149871,1,0,,370365,15.5,,Q,F,0,1,0,0,0,0,0,0,1,0,0,2,Adult (19-59)
366,0,3,1,30.0,0,0,C,7076,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
367,1,1,0,60.0,1,0,,110813,75.25,D37,C,D,1,0,0,0,0,0,1,0,0,0,0,2,Adult (19-59)
368,1,3,0,27.55063332932084,0,0,,2626,7.2292,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
369,1,3,0,8.061312583841126,0,0,,14313,7.75,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Child (0-12)
370,1,1,0,24.0,0,0,PC,17477,69.3,B35,C,B,1,0,0,0,1,0,0,0,0,0,0,1,Adult (19-59)
371,1,1,1,25.0,1,0,,11765,55.4417,E50,C,E,1,0,0,0,0,0,0,1,0,0,0,2,Adult (19-59)
372,0,3,1,18.0,1,0,,3101267,6.4958,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Teen (13-18)
373,0,3,1,19.0,0,0,,323951,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
374,0,1,1,22.0,0,0,PC,17760,135.6333,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
375,0,3,0,3.0,3,1,,349909,21.075,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Child (0-12)
376,1,1,0,55.79148350204947,1,0,PC,17604,82.1708,,C,C,1,0,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
377,1,3,0,22.0,0,0,C,7077,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
378,0,1,1,27.0,0,2,,113503,211.5,C82,C,C,1,0,0,0,0,1,0,0,0,0,0,3,Adult (19-59)
379,0,3,1,20.0,0,0,,2648,4.0125,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
380,0,3,1,19.0,0,0,,347069,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
381,1,1,0,42.0,0,0,PC,17757,227.525,,C,C,1,0,0,0,0,1,0,0,0,0,0,1,Adult (19-59)
382,1,3,0,1.0,0,2,,2653,15.7417,,C,F,1,0,0,0,0,0,0,0,1,0,0,3,Child (0-12)
383,0,3,1,32.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
384,1,1,0,35.0,1,0,,113789,52.0,,S,C,0,0,1,0,0,1,0,0,0,0,0,2,Adult (19-59)
385,0,3,1,41.20446791680662,0,0,,349227,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
386,0,2,1,18.0,0,0,S.O.C.,14879,73.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Teen (13-18)
387,0,3,1,1.0,5,2,CA,2144,46.9,,S,F,0,0,1,0,0,0,0,0,1,0,0,8,Child (0-12)
388,1,2,0,36.0,0,0,,27849,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
389,0,3,1,19.84908061703804,0,0,,367655,7.7292,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
390,1,2,0,17.0,0,0,SC,1748,12.0,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Teen (13-18)
391,1,1,1,36.0,1,2,,113760,120.0,B96 B98,S,B,0,0,1,0,1,0,0,0,0,0,0,4,Adult (19-59)
392,1,3,1,21.0,0,0,,350034,7.7958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
393,0,3,1,28.0,2,0,,3101277,7.925,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
394,1,1,0,23.0,1,0,,35273,113.275,D36,C,D,1,0,0,0,0,0,1,0,0,0,0,2,Adult (19-59)
395,1,3,0,24.0,0,2,PP,9549,16.7,G6,S,G,0,0,1,0,0,0,0,0,0,1,0,3,Adult (19-59)
396,0,3,1,22.0,0,0,,350052,7.7958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
397,0,3,0,31.0,0,0,,350407,7.8542,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
398,0,2,1,46.0,0,0,,28403,26.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
399,0,2,1,23.0,0,0,,244278,10.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
400,1,2,0,28.0,0,0,,240929,12.65,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
401,1,3,1,39.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
402,0,3,1,26.0,0,0,,341826,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
403,0,3,0,21.0,1,0,,4137,9.825,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
404,0,3,1,28.0,1,0,STON/O2.,31,15.85,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
405,0,3,0,20.0,0,0,,315096,8.6625,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
406,0,2,1,34.0,1,0,,28664,21.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,2,Adult (19-59)
407,0,3,1,51.0,0,0,,347064,7.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
408,1,2,1,3.0,1,1,,29106,18.75,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
409,0,3,1,21.0,0,0,,312992,7.775,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
410,0,3,0,9.863067368695127,3,1,,4133,25.4667,,S,F,0,0,1,0,0,0,0,0,1,0,0,5,Child (0-12)
411,0,3,1,32.58287905737287,0,0,,349222,7.8958,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
412,0,3,1,40.99918058499419,0,0,,394140,6.8583,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
413,1,1,0,33.0,1,0,,19928,90.0,C78,Q,C,0,1,0,0,0,1,0,0,0,0,0,2,Adult (19-59)
414,0,2,1,30.918343983076497,0,0,,239853,0.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
415,1,3,1,44.0,0,0,STON/O,2,31.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
416,0,3,0,24.689046509547556,0,0,,343095,8.05,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
417,1,2,0,34.0,1,1,,28220,32.5,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
418,1,2,0,18.0,0,2,,250652,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Teen (13-18)
419,0,2,1,30.0,0,0,,28228,13.0,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
420,0,3,0,10.0,0,2,,345773,24.15,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Child (0-12)
421,0,3,1,19.638631438348852,0,0,,349254,7.8958,,C,F,1,0,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
422,0,3,1,21.0,0,0,A/5.,13032,7.7333,,Q,F,0,1,0,0,0,0,0,0,1,0,0,1,Adult (19-59)
423,0,3,1,29.0,0,0,,315082,7.875,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Adult (19-59)
424,0,3,0,28.0,1,1,,347080,14.4,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Adult (19-59)
425,0,3,1,18.0,1,1,,370129,20.2125,,S,F,0,0,1,0,0,0,0,0,1,0,0,3,Teen (13-18)
426,0,3,1,8.440428463129983,0,0,A/4.,34244,7.25,,S,F,0,0,1,0,0,0,0,0,1,0,0,1,Child (0-12)
